;직무내용;모집직종;관련직종;전공;자격면허;외국어능력;병역대체 복무자채용;고용허가제;우대조건;컴퓨터 활용능력;기타우대사항;작업환경;sqlp;a;b;c;d;e;f;g;h;i
제출된 서류는 [채용절차의 공정화에 관한 법률]에 따라 반환요청이 가능하며 공고마감 후 30일이내 신청이 가능하고, 기간이 경과된 후에는 [개인정보 보호법]에 따라 파기합니다.단, 워크넷 또는 전자우편 제출된 경우에는 제외합니다.";IT테스터및ITQA전문가;;경영학(학과:경영·회계·보험금융학부(경영학전공));관계없음;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

32;"델타엑스는 팀에 합류 할 고도로 숙련된 AI 연구원 및 개발자를 찾고 있습니다.
AI 연구원 및 개발자는 AI 및 로봇 공학 프로젝트를 위한 혁신적인 솔루션을 개발하는 데 동참하게 됩니다.
주요 업무
ㆍ딥러닝 기반 솔루션 개발
ㆍ머신러닝, 딥러닝 기반 데이터 분석 및 시각화
ㆍ딥러닝 기반 물체 검출 및 이미지 분류, Segmentation 등의 컴퓨터 비전 솔루션 개발
ㆍGAN, Diffusion 기반 솔루션 개발
ㆍ데이터 분석 솔루션 개발
ㆍAutoML 시스템 구축
지원 자격
ㆍ 컴퓨터 과학, 기계 및 전기 공학 또는 관련 분야의 학사 또는 석사 학위 소지자
ㆍ 뛰어난 문제 해결 능력, 비판적 사고를 갖춘 Fast Learner
ㆍ 로봇 운영 체제(ROS)에 대한 높은 이해와 SLAM(동시 위치 파악 및 매팅), 경로 계획 및 탐색 알고리즘에 대한 경험 보유자
ㆍ  Raspberry Pi, Nvidia Jetson 및 기타 마이크로 컨트롤러와 같은 하드웨어 인터페이스 작업 경험 보유자
ㆍ Python과 같은 프로그래밍 언어에 능숙한 자
ㆍ PyTorch와 같은 딥 러닝 프레임워크에 대한 경험 보유자
ㆍ 이미지 처리, 물체 감지 및 추적을 포함한 컴퓨터 비전 개념 및 알고리즘에 뛰어난 이해를 갖춘 자
우대 사항
ㆍ 로봇 인식, 계획 및 제어를 위한 알고리즘 설계 및 개발 경험 보유자
ㆍ 하드웨어 및 소프트웨어 도구를 사용한 로봇 시스템 구현 및 테스트 경험 보유자";시스템소프트웨어개발자(프로그래머);;;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;True

33;네트워크/보안/각종 솔루션 기술영업 및 전문영업직;통신장비설치·수리원;IT컨설턴트;;자동차운전면허(필수)기타:전산및정보통신등자격증;;비희망;;차량소지자,운전면허증;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;정보통신관련 산업기사 이상 자격취득자 우대;;False;False;False;False;False;False;False;False;False;False

34;"주요업무
- 케이전트 개발 총괄
자격요건
- 최소 5년 이상의 개발 경력과 기술 리더십 경험이 있으신 분
- 초기부터 셋팅하여 운영을 해보신 분
- 인프라 설계 및 구축/운영 경험이 있으신 분
- 핀테크 관련 개발 경험이 있으신 분
- 원활한 커뮤니케이션 스킬과 문제해결 역량이 있으신 분
우대사항
- 스타트업 근무 경험이 있으신 분
- 디자인, 기획, 사업개발, 마케팅 등의 다양한 부서와의 협업을 경험하신 분
- CTO 포지션 혹은 테크리더를 맡아 보신 분
- 개발에 관련해 정해진 부분이 없어 기술 스택을 처음부터 선택을 해주셔야 합니다
- 다양한 개발 도구, DevOps 기술에 대한 이해도가 높으신 분
- 논리적이고 체계적인 접근으로 문제를 정의하고 주도적으로 해결할 수 있는 분
[핀테크엔지니어링 > 핀테크  인터페이스 설계]
핀테크 인터페이스 대상 추출하기,핀테크 내부 인터페이스 설계하기,핀테크 외부 인터페이스 설계하기
[핀테크엔지니어링 > 핀테크 기능 설계]
핀테크 핵심기능 설계하기,핀테크 응용기능 설계하기,핀테크 부가기능 설계하기,핀테크 이용자 인터페이스 설계하기
[핀테크엔지니어링 > 핀테크 보안·인증 설계]
핀테크 보안 설계하기,핀테크 인증 설계하기
[핀테크엔지니어링 > 핀테크 인터페이스 구현]
핀테크 내부 인터페이스 구현하기,핀테크 외부 인터페이스 구현하기
[핀테크엔지니어링 > 핀테크 기능 구현]
핀테크 핵심기능 구현하기,핀테크 응용기능 구현하기,핀테크 부가기능 구현하기,핀테크 이용자 인터페이스 구현하기";모바일애플리케이션프로그래머(앱·어플개발);;;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

35;"•담당업무
 - 앱/웹 퍼블리싱 및 디자인
•자격요건
 - 해당 직무 3년~6년 이상
 - 퍼블리싱 2년 이상 경력 필요
 - HTML, CSS를 활용한 웹표준, 접근성, 반응형 개발이 가능한 분
 - UI/UX에 대한 경험과 이해가 있는 분
 - 디바이스 환경 (웹 접근성, 모바일 서비스)에 대한 이해도를 가지신 분
 - 피그마, 제플린, 어도비 등의 그래픽 툴 사용 가능자
•우대사항
 - 기본적인 자바스크립트 이해도를 가지신 분
 - scss 사용 경험자
 - frontend 프레임워크에 관심 있으신 분
• 입사지원서 첨부사항
- 포트폴리오
• 근무지
- 제주/서울
•회사 복지
 - 급여제도: 퇴직연금, 휴일(특근)수당, 4대 보험
 -  선물: 명절 선물 및 보너스, 생일 상품권 지급, 월 우수사원 선물 지급, 경조사비 지원 
 - 교육/생활: 워크샵, 식비 지원, 업무 관련 도서 구입 및 교육 등 자기계발 지원
 -  리프레시: 장기근속휴가, 창립일 휴무
 -  근무: 자율복장, 유연근무제, 1시간 30분 점심시간
 -  문화: 레저데이, 영어이름 소통 및 수평적 근무환경
•전형 절차
 - 서류전형
 - 면접(1차, 2차 -> 3차(임원))
 - 최종합격";웹기획자;;;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;True;False

36;"[ 부산시 2023 고용우수기업 - (주)무스마 ] 
1. 직무 : Front-End(React) 개발
 1) 자사 플랫폼 Front-End 유지 보수
 2) 신규 진행 예정인 프로젝트의 Front-End 개발
2. 근무조건 : 주 5일, 9시~18시
3. 급여조건 : 연봉 4,000만원 ~ 6,000만원(면접 후 재조정 가능)
4. 우대조건
 1) 경력 최소 5년이상(필수)
 2) Typescript 사용자, AWS 사용자, Github 사용자
5. 지원방법 : 2023 고용우수기업 온라인 채용관(https://jobfair.busanjob.net/best2023) 지원
6. 문의 : 경영관리팀 070-4229-0274";시스템소프트웨어개발자;IT기술영업원(전산장비,소프트웨어);;관계없음;;비희망;;;문서작성 (워드프로세스 활용),프레젠테이션 프로그램 활용;;;False;False;False;False;False;True;False;False;False;False

37;"고객사 내부 System 간의 연동을 위한 Interface API Program 개발 업무 
System : Unix 또는 Linux
Language : Java 또는 C
DBMS : Oracle 또는 MariaDB (MySQL)";JAVA프로그래밍언어전문가;시스템소프트웨어개발자(프로그래머),데이터설계및프로그래머;;정보처리기사(우대),전자계산기조직응용기사(우대);;비희망;;;;;;False;True;False;False;False;True;True;False;False;False

38;"#업무내용
 - PRD(Product Requirements Document) 작성
 - 고객 인터뷰 및 UI/UX/서비스 기획
 - 개발, 디자인 유관 팀 리뷰 및 QA
 - 서비스 오픈 및 모니터링
#자격요건
 - 경력(학위과정 포함) 3년 이상
 - PM, PO 수행 경험
 - Figma, PPT를 활용한 서비스 화면설계 경험
#우대사항
 - Notion 및 트렐로 이용 경험자
 - 인공지능, 빅데이터 시스템 서비스 경험자";경영기획사무원;웹기획자;;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

39;"※Java 백엔드 엔지니어 - 1명
#업무내용
-내외부 웹 기반 서비스 플랫폼 개발(빅데이터, 인공지능 연계 서비스, 단독 웹 서비스 개발)
-솔루션 웹 관리도구 개발
-공공기관 및 상장사 SI개발
#자격요건
-경력 : 5년 이상
-Spring framework 기반 개발 경험
-업무를 이해하고 데이터베이스 설계할 수 있는 능력
-기초적인 Linux OS 사용능력
#우대사항
-데이터 관련 프레임워크 개발 경험
-서비스 또는 UI 기획 설계 능력자
-Javascript 프레임워크 사용 경험자(flutter, react 등)
-개인 학습 내용 관리(Github)
※Python 백엔드 엔지니어 - 1명
#업무내용
-내외부 웹 기반 서비스 플랫폼 개발(빅데이터, 인공지능 연계 서비스, 단독 웹 서비스 개발)
-솔루션 웹 관리도구 개발
-공공기관 및 상장사 SI개발
#자격요건
-경력 : 3년 이상
-Django framework 기반 개발 경험
-업무를 이해하고 데이터베이스 설계할 수 있는 능력
-기초적인 Linux OS 사용능력
#우대사항
-데이터 관련 프레임워크 개발 경험
-서비스 또는 UI 기획 설계 능력자
-Javascript 프레임워크 사용 경험자(flutter, react 등)
-개인 학습 내용 관리(Github)";웹개발자(웹엔지니어·웹프로그래머);웹개발자;;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;True;False;True

40;"*서울서부고용센터에서 채용대행 중으로 실제 취업의사 있으신 분만 지원바랍니다.
-이력서 (경력상세기술) 워크넷 입사지원해 주시기 바랍니다.
· 담당업무
  - 솔루션 개발
  - 서비스 개발
  - 연구 개발
· 필요스킬
  - Spring, Spring Boot, JSP, Thymeleaf
  - RDBMS, MyBatis
  - HTML, CSS, Javascript
  - 기본적인 Linux/Unix  사용 능력";응용소프트웨어개발자;웹개발자(웹엔지니어·웹프로그래머);;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;True;True;False

41;"Linux system Software 개발
Linux kernel debugging
Linux device driver debugging
[임베디드SW엔지니어링 > 펌웨어 설계]
하드웨어 테스트 SW 설계하기,펌웨어 구조 설계하기,단위 SW 모듈 설계하기
[임베디드SW엔지니어링 > 펌웨어 구현]
하드웨어 테스트 SW 구현하기,부트로더 구현하기,소스 코드 인스펙션하기
[임베디드SW엔지니어링 > 디바이스 드라이버 구현 환경 구축]
디바이스 드라이버 개발 환경 분석하기,디바이스 드라이버 개발 환경 구성하기
[임베디드SW엔지니어링 > 임베디드 애플리케이션 설계]
애플리케이션 아키텍처 설계하기,모듈 설계하기,UML 다이어그램 작성하기
[임베디드SW엔지니어링 > 임베디드 애플리케이션 구현]
